Item ID,Custom Label,Product ID Type,Product ID Value,Product ID Value 2,Quantity Available,Purchases,Bids,Price,Start Date,End Date,Condition,Type,Item Title,Category Leaf Name,Category Number,Private Notes,Site Listed,Download Date,Variation Details,Product Reference ID,Condition ID,OutOfStockControl
130950598963,I16,,,,8,0,,$21.85,Jul-18-13,,Used,9,"DELTA 160W POWER SUPPLY DPS-160GB A HP 0950-3623 TESTED + WARRANTY","Power Supplies",42017,,0,"Jan-10-14 17:54:08 PST",,,3000,false
141019414150,,,,,8,1,,$24.50,Jul-18-13,,Used,9,"DELTA 160W POWER SUPPLY DPS-300AB-15 A AXKD0633251929 TESTED + WARRANTY","Power Supplies",42017,,0,"Jan-10-14 17:54:08 PST",,,3000,false
130950600130,,,,,2,0,,$25.50,Jul-18-13,,Used,9,"DELTA 200W POWER SUPPLY DPS-200PB-76 A FRU 75H8991 75H8987 TESTED + WARRANTY","Power Supplies",42017,,0,"Jan-10-14 17:54:08 PST",,,3000,false
141019415017,I9,,,,4,0,,$24.50,Jul-18-13,,Used,9,"DELTA 225W POWER SUPPLY DPS-225DB A IBM LENOVO CRU 41A9735 TESTED + WARRANTY","Power Supplies",42017,,0,"Jan-10-14 17:54:08 PST",,,3000,false
141019415438,I20,,,,2,1,,$26.00,Jul-18-13,,Used,9,"DELTA 225W POWER SUPPLY DPS-225GB A IBM LENOVO CRU 24R2567 TESTED + WARRANTY","Power Supplies",42017,,0,"Jan-10-14 17:54:08 PST",,,3000,false
141019415674,,,,,1,7,,$22.50,Jul-18-13,,Used,9,"DELTA 225W POWER SUPPLY DPS-225HB A IBM LENOVO 41N3128 24R2584 TESTED + WARRANTY","Power Supplies",42017,,0,"Jan-10-14 17:54:08 PST",,,3000,false
141019416386,,,,,1,0,,$24.50,Jul-18-13,,Used,9,"DELTA 235W POWER SUPPLY DPS-200PB-101 A K4D0018018529 TESTED + WARRANTY","Power Supplies",42017,,0,"Jan-10-14 17:54:08 PST",,,3000,false
130950602449,,,,,4,4,,$25.50,Jul-18-13,,Used,9,"DELTA 250W POWER SUPPLY DPS-250QB-4 A HP 5187-1098 TESTED + WARRANTY","Power Supplies",42017,,0,"Jan-10-14 17:54:08 PST",,,3000,false
141019417319,,,,,1,0,,$36.00,Jul-18-13,,Used,9,"DELTA 300W POWER SUPPLY DPS-300AB-39 C 80 PLUS BRONZE TESTED + WARRANTY","Power Supplies",42017,,0,"Jan-10-14 17:54:08 PST",,,3000,false
141019417821,,,,,4,6,,$19.95,Jul-18-13,,Used,9,"DELTA 300W POWER SUPPLY DPS-300PB 3C GATEWAY APKD0706008763 TESTED + WARRANTY","Power Supplies",42017,,0,"Jan-10-14 17:54:08 PST",,,3000,false
