PRODUCT,BRAND,LOCATION,LISTING TITLE,QTY,PRICE,DESCRIPTION,ebayCategory,NOTE,LISTING,STATUS,ebayID,LISTING ID,ebayTitle,EBAY QTY,EBAY PRICE,SOLD,QTY UPDATE,UPC,BARCODE1,BARCODE2,BARCODE3,INFO1,INFO2,INFO3,INFO4,INFO5,INFO6,INFO7,INFO7,INFO8,INFO9,INFO10,LAST MODIFIED
CPU,INTEL,INTEL 10,INTEL XEON E5430 SLBBK 2.66GHZ 12M 1333 QUAD CORE SERVER CPU PROCESSOR,0,22.5,<p>Pulled from working unit Guarantee against DOA Comes with 14 days warranty Please check my listing for more computer parts</p>,164,,UNLIST,OFFLINE,,,,0,,0,,,,,,,,,,,,,,,,,2014-01-10 08:06 PM
CPU,INTEL,INTEL 11,INTEL XEON E5430 SLANU 2.66GHZ 12M 1333 QUAD CORE SERVER CPU PROCESSOR,0,22.5,<p>Pulled from working unit Guarantee against DOA Comes with 14 days warranty Please check my listing for more computer parts</p>,164,,UNLIST,OFFLINE,,,,0,,0,,,,,,,,,,,,,,,,,2014-01-10 08:11 PM
CPU,INTEL,INTEL 12,INTEL XEON E5420 SLBBL 2.5GHZ 12M 1333 QUAD CORE SERVER CPU PROCESSOR,0,22.5,<p>Pulled from working unit Guarantee against DOA Comes with 14 days warranty Please check my listing for more computer parts</p>,164,,UNLIST,OFFLINE,,,,0,,0,,,,,,,,,,,,,,,,,2014-01-10 08:06 PM
CPU,INTEL,INTEL 13,INTEL XEON E5450 SLANQ 3.0GHZ 12M 1333 QUAD CORE SERVER CPU PROCESSOR,0,47,<p>Pulled from working unit Guarantee against DOA Comes with 14 days warranty Please check my listing for more computer parts</p>,164,,UNLIST,OFFLINE,,,,0,,0,,,,,,,,,,,,,,,,,2014-01-10 08:04 PM
CPU,INTEL,INTEL 14,INTEL XEON L5430 SLBBQ 2.66GHZ  12M 1333 QUAD CORE SERVER CPU PROCESSOR,2,45,<p>Pulled from working unit Guarantee against DOA Comes with 14 days warranty Please check my listing for more computer parts</p>,164,,UNLIST,OFFLINE,,,,0,,0,,,,,,,,,,,,,,,,,
CPU,INTEL,INTEL 15,INTEL PENTIUM 4 660 SL7Z5 3.6GHZ 2M 800 CPU PROCESSOR,13,6.5,<p>Pulled from working unit Guarantee against DOA Comes with 14 days warranty Please check my listing for more computer parts</p>,164,,UNLIST,OFFLINE,,,,0,,0,,,,,,,,,,,,,,,,,
CPU,INTEL,INTEL 16,INTEL PENTIUM 4 660 SL8PZ 3.6GHZ 2M 800 CPU PROCESSOR,3,6.5,<p>Pulled from working unit Guarantee against DOA Comes with 14 days warranty Please check my listing for more computer parts</p>,164,,UNLIST,OFFLINE,,,,0,,0,,,,,,,,,,,,,,,,,
CPU,INTEL,INTEL 17,INTEL PENTIUM 4 661 SL94V 3.6GHZ 2M 800 CPU PROCESSOR,4,11.5,<p>Pulled from working unit Guarantee against DOA Comes with 14 days warranty Please check my listing for more computer parts</p>,164,,UNLIST,OFFLINE,,,,0,,0,,,,,,,,,,,,,,,,,
CPU,INTEL,INTEL 18,INTEL PENTIUM 4 670 SL7Z3 3.8GHZ 2M 800 CPU PROCESSOR,8,15.5,<p>Pulled from working unit Guarantee against DOA Comes with 14 days warranty Please check my listing for more computer parts</p>,164,,UNLIST,OFFLINE,,,,0,,0,,,,,,,,,,,,,,,,,
CPU,INTEL,INTEL 19,INTEL PENTIUM 4 670 SL8PY 3.8GHZ 2M 800 CPU PROCESSOR,9,15.5,<p>Pulled from working unit Guarantee against DOA Comes with 14 days warranty Please check my listing for more computer parts</p>,164,,UNLIST,OFFLINE,,,,0,,0,,,,,,,,,,,,,,,,,2014-01-10 08:06 PM
CPU,INTEL,INTEL 20,INTEL PENTIUM D 950 SL95V 3.4GHZ 4M 800 DUAL CORE CPU PROCESSOR,34,11.5,<p>Pulled from working unit Guarantee against DOA Comes with 14 days warranty Please check my listing for more computer parts</p>,164,,LISTED,O,131083892817,ID: 131083892817,INTEL PENTIUM D 950 SL95V 3.4GHZ 4M 800 DUAL CORE CPU PROCESSOR,36,$11.50,1,,,,,,,,,,,,,,,,,2014-01-10 08:02 PM
CPU,INTEL,INTEL 21,INTEL XEON 3050 SL9VS 2.13GHZ 2M 1066 DUAL-CORE CPU PROCESSOR,8,8,<p>Pulled from working unit Guarantee against DOA Comes with 14 days warranty Please check my listing for more computer parts</p>,164,,UNLIST,OFFLINE,,,,0,,0,,,,,,,,,,,,,,,,,
CPU,INTEL,INTEL 22,INTEL XEON 3050 SLABZ 2.13GHZ 2M 1066 DUAL CORE CPU PROCESSOR,8,8,<p>Pulled from working unit Guarantee against DOA Comes with 14 days warranty Please check my listing for more computer parts</p>,164,,UNLIST,OFFLINE,,,,0,,0,,,,,,,,,,,,,,,,,
CPU,INTEL,INTEL 23,INTEL XEON X3230 SLACS 2.66GHZ 8M QUAD CORE CPU PROCESSOR,1,69.99,<p>Pulled from working unit Guarantee against DOA Comes with 14 days warranty Please check my listing for more computer parts</p>,164,,LISTED,O,151192216672,ID: 151192216672,INTEL XEON X3230 SLACS 2.66GHZ 8M QUAD CORE CPU PROCESSOR,2,$69.99,0,,,,,,,,,,,,,,,,,2014-01-10 08:07 PM
CPU,INTEL,INTEL 24,INTEL CORE I3 540  SLBTD 3.06GHZ 4M SOCKET 1156 DUAL CORE CPU PROCESSOR,0,49,<p>Pulled from working unit Guarantee against DOA Comes with 14 days warranty Please check my listing for more computer parts</p>,164,,UNLIST,OFFLINE,,,,0,,0,,,,,,,,,,,,,,,,,2014-01-10 08:04 PM
CPU,INTEL,INTEL 25,INTEL XEON E3113 SLAYK 3.0GHZ 6M 1333 DUAL CORE SOCKET 771 CPU PROCESSOR,3,14,<p>Pulled from working unit Guarantee against DOA Comes with 14 days warranty Please check my listing for more computer parts</p>,164,,UNLIST,OFFLINE,,,,0,,0,,,,,,,,,,,,,,,,,
CPU,INTEL,INTEL 26,INTEL XEON X3220 SLACT 2.4GHZ 8M 1066 QUAD CORE SERVER CPU PROCESSOR,0,43,<p>Pulled from working unit Guarantee against DOA Comes with 14 days warranty Please check my listing for more computer parts</p>,164,,UNLIST,OFFLINE,,,,0,,0,,,,,,,,,,,,,,,,,2014-01-10 08:03 PM
